56.0881,-111.9854,"DA1-006-83","DA1",6,83,0,"04",9,82,13,4,1,1,0,,F,0,0,5,91,42,355,9.0,64,24,,"AIR","RW",,,,,,,,,3,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,5.0,1,1,,3,0.1,0.1,0.1,0.1,2000,2021,0,0,0,0,0,19830618,19830618,19830618,19830618,19830618,19830618,19830618,0.0,0.0,0.1,0.0,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,585.00,0
56.3353,-112.4840,"DA1-016-83","DA1",16,83,0,"01",5,85,16,4,1,1,0,,F,0,0,5,87,58,366,5.0,84,18,,"LKT","GE",,,,,,,,,4,0,0,0,0,1,0.0,6.5,0.0,0.0,0.0,6.5,1,1,,3,0.1,0.1,0.1,0.1,1430,1450,0,0,0,0,0,19830628,19830628,19830628,19830628,19830628,19830628,19830628,0.0,0.0,0.1,0.1,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,444.00,0
56.2935,-112.4346,"DA1-009-83","DA1",9,83,0,"00",22,84,16,4,1,1,0,,F,0,0,5,87,48,339,5.0,73,16,,"LKT","GE",,,,,,,,,9,0,0,0,0,0,0.0,85.0,0.0,0.0,0.0,85.0,1,1,,3,0.1,0.1,0.1,0.1,1355,1257,0,0,0,0,0,19830620,19830624,19830624,19830624,19830624,19830624,19830624,0.0,0.0,0.4,0.5,,,,,1,0.00,0.00,0.00,0.10,0.00,0.00,0.10,0.0,0.0,0.0,,0.00,2250.00,0
56.4372,-111.6942,"DA1-011-83","DA1",11,83,0,"01",8,86,11,4,1,1,0,,F,0,0,5,61,28,393,5.0,49,1,,"AIR","RW",,,,,,,,,9,0,1,0,0,0,0.0,35.0,0.0,0.0,0.0,35.0,1,1,,4,0.1,0.2,0.2,0.2,1400,1810,0,0,0,0,0,19830620,19830625,19830625,19830625,19830625,19830625,19830625,0.0,0.0,0.3,0.2,,,,,2,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.0,0.0,0.0,,142.00,1990.00,0
56.0899,-111.4994,"DA1-020-83","DA1",20,83,0,"00",9,82,10,4,1,1,0,,F,0,0,6,88,13,252,4.0,23,7,,"LKT","8AL",,,,,,,,,3,0,0,0,0,1,0.0,97.0,0.0,0.0,0.0,97.0,1,1,,3,0.1,0.1,0.1,0.1,1540,1540,0,0,0,0,0,19830824,19830824,19830824,19830824,19830824,19830824,19830824,0.1,0.0,0.7,0.2,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,1497.00,0
56.7317,-111.2844,"DA1-012-83","DA1",12,83,0,"08",24,89,9,4,1,6,0,,F,1,21,5,89,35,357,8.0,56,20,,"UNP","UPA",,,,,,,,,0,0,0,0,4,1,8.0,0.0,0.0,0.0,0.0,8.0,1,1,,6,0.1,0.1,0.1,0.1,1500,1421,0,0,0,0,0,19830625,19830626,19830626,19830626,19830626,19830626,19830626,0.0,0.0,0.1,0.8,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,4581.00,0
56.9480,-111.5413,"DA1-019-83","DA1",19,83,0,"00",4,92,10,4,1,1,0,,F,0,0,5,84,19,394,5.0,35,11,,"UNP","PUB",,,,,,,,,7,0,0,0,0,1,0.0,59.0,0.0,0.0,0.0,59.0,1,1,,4,0.1,0.8,0.8,0.8,1600,1646,0,0,0,0,0,19830805,19830806,19830806,19830806,19830806,19830806,19830806,0.2,0.0,0.4,1.8,,,,,2,0.00,0.00,0.00,0.80,0.00,0.00,0.80,0.0,0.0,0.0,,0.00,6069.00,0
56.2499,-112.2238,"DA1-001-83","DA1",1,83,0,"00",1,84,15,4,1,1,0,,F,0,0,2,88,9,213,5.0,16,7,,"UNP","UPA",,,,,,,,,5,0,0,0,0,0,0.0,43.0,0.0,0.0,0.0,43.0,1,2,,3,0.1,0.1,0.1,0.1,1300,1300,0,0,0,0,0,19830420,19830429,19830429,19830429,19830429,19830429,19830429,0.0,0.0,0.5,0.5,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,1510.00,0
56.4972,-110.9599,"DA1-005-83","DA1",5,83,0,"00",36,86,7,4,1,1,0,,F,0,0,5,89,28,350,5.0,48,13,,"AIR","RW",,,,,,,,,0,0,0,0,0,0,0.0,8.0,0.0,0.0,0.0,8.0,1,1,,3,0.1,0.1,0.1,0.1,1845,1906,0,0,0,0,0,19830618,19830618,19830618,19830618,19830618,19830618,19830618,0.0,0.0,0.2,0.0,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,0.00,1533.00,0
56.4262,-111.1540,"DA1-002-83","DA1",2,83,0,"06",2,86,8,4,3,7,0,,F,12,4,2,83,8,225,3.0,15,3,,"LKT","ST",,,,,,,,,8,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,3,2,,8,1.0,1.0,2.0,2.0,1445,1450,0,0,0,0,0,19830501,19830501,19830501,19830501,19830501,19830501,19830501,0.1,0.0,0.0,2.2,,,,,2,0.00,0.00,0.00,0.00,0.20,1.80,2.00,0.0,0.0,0.0,,0.00,757.00,0
